"","salted_title","salted_id","Gender","Identity","IQ","MedDept","Success"
"268","gjoxfAlphonse Frankensteingjoxf","gjoxf481054gjoxf","Male","No Dual",116,"96633",TRUE
"269","gjoxfAlynn Chambersgjoxf","gjoxf59308gjoxf","Female",NA,99,"24632",TRUE
"270","gjoxfAlphonse (Mutant)gjoxf","gjoxf501875gjoxf","Male","No Dual",104,"23483",TRUE
"271","gjoxfAlpha (Mutant)gjoxf","gjoxf1056gjoxf","Male","No Dual",108,"54589",TRUE
"272","gjoxfAlvin Barnesgjoxf","gjoxf503340gjoxf","Male","No Dual",111,"54589",TRUE
"273","gjoxfAlter Egogjoxf","gjoxf468582gjoxf","Male","Secret",95,"11708",TRUE
"274","gjoxfAloysius Vaultgjoxf","gjoxf18305gjoxf","Male",NA,102,"50842",TRUE
"275","gjoxfAlthea Greengjoxf","gjoxf485623gjoxf","Female","No Dual",88,"39943",TRUE
"276","gjoxfAmanda Batavidesgjoxf","gjoxf125223gjoxf","Female","No Dual",97,"96633",TRUE
"277","gjoxfAlyssa Moygjoxf","gjoxf19623gjoxf","Female","No Dual",104,"20398",TRUE
"278","gjoxfAlphonsus Lefszycicgjoxf","gjoxf1731gjoxf","Male","Secret",76,"24632",FALSE
"279","gjoxfAlpha (Ape)gjoxf","gjoxf514852gjoxf","Male","No Dual",117,"23483",TRUE
"280","gjoxfAlpha (Mad Thinker Robot)gjoxf","gjoxf166236gjoxf","Male","No Dual",98,"96035",TRUE
"281","gjoxfAlvagjoxf","gjoxf430879gjoxf","Female",NA,106,"75835",TRUE
"282","gjoxfAlyce Grimmgjoxf","gjoxf93573gjoxf","Female",NA,114,"96633",TRUE
"283","gjoxfAlpha Achromicgjoxf","gjoxf532095gjoxf","Male","No Dual",98,"54589",TRUE
"284","gjoxfAlvin Dentongjoxf","gjoxf13014gjoxf","Male","No Dual",107,"73899",TRUE
"285","gjoxfAlturigjoxf","gjoxf462730gjoxf","Male","No Dual",104,"76501",TRUE
"286","gjoxfAmaagjoxf","gjoxf1058gjoxf","Female",NA,85,"50842",TRUE
"287","gjoxfAlvin Healeygjoxf","gjoxf18209gjoxf","Male","Public",87,"20398",TRUE
"288","gjoxfAltgjoxf","gjoxf486011gjoxf","Male","No Dual",107,"13873",TRUE
"289","gjoxfAlyssa (Murdock)gjoxf","gjoxf757970gjoxf","Female","No Dual",107,"50588",TRUE
"290","gjoxfAmanda Saintgjoxf","gjoxf57047gjoxf","Female","No Dual",92,"54589",FALSE
"291","gjoxfAmadeus Chogjoxf","gjoxf76268gjoxf","Male","No Dual",97,"75835",TRUE
"292","gjoxfAmiko Kobayashigjoxf","gjoxf15664gjoxf","Female","No Dual",118,"50588",TRUE
"293","gjoxfAmos Floodgjoxf","gjoxf719748gjoxf","Male","No Dual",102,"76501",TRUE
"294","gjoxfAmp (Michelle)gjoxf","gjoxf282259gjoxf","Female","Secret",108,"73899",TRUE
"295","gjoxfAmenhotep IVgjoxf","gjoxf297370gjoxf","Male","No Dual",97,"54589",TRUE
"296","gjoxfAmmogjoxf","gjoxf1063gjoxf","Male",NA,96,"76501",TRUE
"297","gjoxfAmelia Voelkergjoxf","gjoxf18684gjoxf","Female","No Dual",90,"76501",TRUE
"298","gjoxfAmphibiusgjoxf","gjoxf1065gjoxf","Male","Secret",88,"76501",TRUE
"299","gjoxfAmy Brewergjoxf","gjoxf17160gjoxf","Female","No Dual",95,"74627",TRUE
"300","gjoxfAmelia Weatherlygjoxf","gjoxf2215gjoxf","Female","Secret",101,"13873",TRUE
"301","gjoxfAmora (Heroes Reborn)gjoxf","gjoxf295594gjoxf","Female","Public",82,"23483",TRUE
"302","gjoxfAmpzillagjoxf","gjoxf438723gjoxf","Male",NA,87,"50842",TRUE
"303","gjoxfAmygjoxf","gjoxf750415gjoxf","Female","No Dual",94,"69331",TRUE
"304","gjoxfAmelia Voghtgjoxf","gjoxf7661gjoxf","Female","No Dual",99,"13873",TRUE
"305","gjoxfAmina Syngegjoxf","gjoxf29668gjoxf","Female","Secret",92,"69764",TRUE
"306","gjoxfAmergingjoxf","gjoxf39772gjoxf","Male","No Dual",104,"75835",TRUE
"307","gjoxfAmerican Samuraigjoxf","gjoxf349325gjoxf","Male","Secret",113,"76501",TRUE
"308","gjoxfAmelia Barnhardtgjoxf","gjoxf5946gjoxf","Female","Secret",105,"13873",TRUE
"309","gjoxfAmelia Greergjoxf","gjoxf29145gjoxf","Female","Secret",99,"50588",TRUE
"310","gjoxfAmazogjoxf","gjoxf521921gjoxf","Male",NA,102,"19550",TRUE
"311","gjoxfAmogjoxf","gjoxf506271gjoxf","Male","No Dual",102,"76501",TRUE
"312","gjoxfAmbrose Meekgjoxf","gjoxf469318gjoxf","Male","Secret",110,"86119",TRUE
"313","gjoxfAmy Chengjoxf","gjoxf111303gjoxf","Female","Secret",111,"39943",TRUE
"314","gjoxfAme-no-minaka-nushi-no-kamigjoxf","gjoxf48274gjoxf","Female","Secret",111,"20398",TRUE
"315","gjoxfAmbur Amaquelingjoxf","gjoxf1060gjoxf","Female","No Dual",85,"39943",TRUE
"316","gjoxfAmoragjoxf","gjoxf1514gjoxf","Female","Public",99,"23483",TRUE
"317","gjoxfAna Shwartzgjoxf","gjoxf396714gjoxf","Female","Secret",104,"74627",TRUE
"318","gjoxfAndre LeRouxgjoxf","gjoxf93214gjoxf","Male","Secret",79,"20439",TRUE
"319","gjoxfAnadgjoxf","gjoxf710739gjoxf","Male","No Dual",87,"96633",TRUE
"320","gjoxfAnalisa Medinagjoxf","gjoxf500205gjoxf","Female","No Dual",109,"50588",TRUE
"321","gjoxfAmy Reillygjoxf","gjoxf579621gjoxf","Female","No Dual",99,"20439",TRUE
"322","gjoxfAnabolicusgjoxf","gjoxf731335gjoxf","Male","Secret",98,"20439",TRUE
"323","gjoxfAnaisgjoxf","gjoxf16206gjoxf","Female","Secret",120,"23483",TRUE
"324","gjoxfAnarchy (ULTIMATUM)gjoxf","gjoxf157140gjoxf","Female","Secret",110,"24632",TRUE
"325","gjoxfAmy Stringergjoxf","gjoxf16982gjoxf","Female","Public",82,"50842",TRUE
"326","gjoxfAndreas de Ruytergjoxf","gjoxf30103gjoxf","Male",NA,104,"54589",TRUE
"327","gjoxfAndrea von Strucker (Clone)gjoxf","gjoxf132270gjoxf","Female","Secret",96,"20439",TRUE
"328","gjoxfAndrea Hobbesgjoxf","gjoxf242094gjoxf","Female","No Dual",92,"23483",TRUE
"329","gjoxfAnakgjoxf","gjoxf57925gjoxf","Male",NA,112,"86119",TRUE
"330","gjoxfAndre Mexergjoxf","gjoxf349431gjoxf","Male",NA,115,"96035",TRUE
"331","gjoxfAndrea Hopegjoxf","gjoxf770120gjoxf","Female","Secret",107,"24632",TRUE
"332","gjoxfAnatoly Vonyagjoxf","gjoxf18706gjoxf","Male",NA,94,"69331",TRUE
"333","gjoxfAnastasia Kravinoffgjoxf","gjoxf241865gjoxf","Female","Secret",112,"50842",TRUE
"334","gjoxfAndrea Jansongjoxf","gjoxf347155gjoxf","Female",NA,67,"23483",TRUE
"335","gjoxfAnaïsgjoxf","gjoxf42772gjoxf","Female","No Dual",101,"11708",TRUE
"336","gjoxfAndre Rostovgjoxf","gjoxf13026gjoxf","Male","Secret",109,"75835",TRUE
"337","gjoxfAnanymgjoxf","gjoxf5595gjoxf","Female","Secret",100,"96035",TRUE
"338","gjoxfAna (Natasha Romanoff's neighbor)gjoxf","gjoxf703546gjoxf","Female","No Dual",94,"76501",TRUE
"339","gjoxfAndersongjoxf","gjoxf488772gjoxf","Male","No Dual",88,"76501",TRUE
"340","gjoxfAndras Trypgjoxf","gjoxf447454gjoxf","Male","No Dual",88,"96035",TRUE
"341","gjoxfAnderson Coopergjoxf","gjoxf771753gjoxf","Male","No Dual",108,"86119",TRUE
"342","gjoxfAndrew Webstergjoxf","gjoxf249645gjoxf","Male",NA,113,"50588",TRUE
"343","gjoxfAnellegjoxf","gjoxf23191gjoxf","Female","No Dual",129,"50588",TRUE
"344","gjoxfAndré Gerardgjoxf","gjoxf1383gjoxf","Male","Secret",104,"50842",TRUE
"345","gjoxfAndrosgjoxf","gjoxf67176gjoxf","Male","Secret",91,"24632",FALSE
"346","gjoxfAndroid Mangjoxf","gjoxf12201gjoxf","Male","Secret",90,"50842",TRUE
"347","gjoxfAndy Hartnellgjoxf","gjoxf281616gjoxf","Male","Secret",104,"39943",TRUE
"348","gjoxfAndrew Kalegjoxf","gjoxf12817gjoxf","Male",NA,108,"96035",TRUE
"349","gjoxfAndy Crockettgjoxf","gjoxf624579gjoxf","Male","No Dual",80,"69331",TRUE
"350","gjoxfAndrew Maguiregjoxf","gjoxf535379gjoxf","Male","Public",107,"96035",TRUE
"351","gjoxfAndrew Boothgjoxf","gjoxf352896gjoxf","Male",NA,102,"69331",TRUE
"352","gjoxfAndrogjoxf","gjoxf15956gjoxf","Male","Public",102,"73899",TRUE
"353","gjoxfAndrew Benedictgjoxf","gjoxf410700gjoxf","Male","Secret",108,"11708",TRUE
"354","gjoxfAndrexgjoxf","gjoxf555659gjoxf","Male","No Dual",102,"39943",TRUE
"355","gjoxfAndrew Prentissgjoxf","gjoxf66456gjoxf","Male","Secret",90,"11708",TRUE
"356","gjoxfAndy (Cop)gjoxf","gjoxf95186gjoxf","Male","No Dual",106,"24632",TRUE
"357","gjoxfAndromeda Attumasengjoxf","gjoxf1069gjoxf","Female","No Dual",95,"50588",TRUE
"358","gjoxfAngel of Death (AIM Android)gjoxf","gjoxf62359gjoxf","Male","Secret",85,"73899",TRUE
"359","gjoxfAndy (Angel)gjoxf","gjoxf511829gjoxf","Male","Secret",121,"11708",TRUE
"360","gjoxfAndrew Blodgett Mayfairgjoxf","gjoxf664996gjoxf","Male","No Dual",90,"74627",TRUE
"361","gjoxfAndrew Mussawyrgjoxf","gjoxf248938gjoxf","Male",NA,119,"13873",TRUE
"362","gjoxfAndrew Pauncholitogjoxf","gjoxf662119gjoxf","Male","No Dual",105,"74627",TRUE
"363","gjoxfAndy Oppgjoxf","gjoxf718953gjoxf","Male","Public",100,"11708",TRUE
"364","gjoxfAndrei Rostovgjoxf","gjoxf29170gjoxf","Male","Secret",108,"24632",TRUE
"365","gjoxfAngel (Barman)gjoxf","gjoxf715494gjoxf","Male","No Dual",99,"50842",TRUE
"366","gjoxfAngel of Vengeancegjoxf","gjoxf62354gjoxf","Male","Secret",88,"96035",TRUE
"367","gjoxfAnn Raymondgjoxf","gjoxf642915gjoxf","Female",NA,111,"39943",TRUE
"368","gjoxfAnimatorgjoxf","gjoxf502447gjoxf","Male",NA,111,"74627",TRUE
"369","gjoxfAnita Dillongjoxf","gjoxf666100gjoxf","Female","No Dual",96,"96633",TRUE
"370","gjoxfAngela (Dinu)gjoxf","gjoxf436245gjoxf","Female",NA,87,"69331",TRUE
"371","gjoxfAnn Macintoshgjoxf","gjoxf116792gjoxf","Female","No Dual",100,"50842",TRUE
"372","gjoxfAnimus (Hate-Monger)gjoxf","gjoxf16170gjoxf","Male","Secret",96,"74627",TRUE
"373","gjoxfAngela Barbatogjoxf","gjoxf415267gjoxf","Female",NA,100,"50842",TRUE
"374","gjoxfAngeline Morrowgjoxf","gjoxf252198gjoxf","Female",NA,111,"75835",FALSE
"375","gjoxfAngelfacegjoxf","gjoxf3811gjoxf","Female","Secret",106,"20439",TRUE
"376","gjoxfAngerbodagjoxf","gjoxf40714gjoxf","Female",NA,83,"75835",TRUE
"377","gjoxfAngela Stovergjoxf","gjoxf248977gjoxf","Female",NA,94,"86119",TRUE
"378","gjoxfAnissa Dorseygjoxf","gjoxf539875gjoxf","Female","No Dual",96,"39943",TRUE
"379","gjoxfAngrirgjoxf","gjoxf509414gjoxf","Male","Public",93,"96035",TRUE
"380","gjoxfAngelo Baldinigjoxf","gjoxf1128gjoxf","Male",NA,94,"75835",TRUE
"381","gjoxfAngeline Kuttergjoxf","gjoxf297330gjoxf","Female","Public",102,"54589",TRUE
"382","gjoxfAnn Herdgjoxf","gjoxf18534gjoxf","Female","Secret",102,"75835",TRUE
"383","gjoxfAngelina Brancalegjoxf","gjoxf2619gjoxf","Female","Secret",98,"24632",TRUE
"384","gjoxfAnita Ehrengjoxf","gjoxf18379gjoxf","Female","Secret",82,"50842",TRUE
"385","gjoxfAngus (Reed Richards cousin)gjoxf","gjoxf763332gjoxf","Male",NA,107,"13873",TRUE
"386","gjoxfAnkhi Gottberggjoxf","gjoxf99887gjoxf","Female","Secret",93,"73899",FALSE
"387","gjoxfAngela Cairngjoxf","gjoxf64624gjoxf","Female","Secret",108,"20398",TRUE
"388","gjoxfAnn Darnellgjoxf","gjoxf10107gjoxf","Female","Secret",101,"75835",TRUE
"389","gjoxfAngelica Nealgjoxf","gjoxf155662gjoxf","Female",NA,116,"76501",FALSE
"390","gjoxfAnkygjoxf","gjoxf490639gjoxf","Male","No Dual",103,"11708",TRUE
"391","gjoxfAnnie (Noh-Varr, Construct)gjoxf","gjoxf666057gjoxf","Female","Secret",114,"50842",TRUE
"392","gjoxfAnswer (Hobgoblin)gjoxf","gjoxf702047gjoxf","Male","Secret",104,"13873",TRUE
"393","gjoxfAnpugjoxf","gjoxf47524gjoxf","Male","Public",102,"74627",TRUE
"394","gjoxfAnna Kapplebaumgjoxf","gjoxf59596gjoxf","Female","No Dual",117,"20439",TRUE
"395","gjoxfAnthony Coswellgjoxf","gjoxf466873gjoxf","Male","No Dual",81,"20398",TRUE
"396","gjoxfAntaeusgjoxf","gjoxf510158gjoxf","Male","No Dual",90,"75835",TRUE
"397","gjoxfAnnie Richardsongjoxf","gjoxf32404gjoxf","Female","No Dual",98,"13873",TRUE
"398","gjoxfAnnie (Noh-Varr)gjoxf","gjoxf663689gjoxf","Female","Secret",97,"20439",TRUE
"399","gjoxfAnne Bronsongjoxf","gjoxf553394gjoxf","Female","No Dual",85,"11708",TRUE
"400","gjoxfAnna Rykergjoxf","gjoxf570329gjoxf","Female","No Dual",103,"96633",TRUE
"401","gjoxfAnna Twisdongjoxf","gjoxf448897gjoxf","Female","No Dual",97,"20439",FALSE
"402","gjoxfAnna Maria Marconigjoxf","gjoxf627377gjoxf","Female","No Dual",103,"20439",FALSE
"403","gjoxfAnnaleegjoxf","gjoxf3834gjoxf","Female","No Dual",125,"39943",TRUE
"404","gjoxfAnson Harkovgjoxf","gjoxf349689gjoxf","Male",NA,95,"96035",TRUE
"405","gjoxfAnthea Dupresgjoxf","gjoxf116771gjoxf","Female","No Dual",107,"39943",FALSE
"406","gjoxfAnnabelle Adamsgjoxf","gjoxf510087gjoxf","Female","No Dual",92,"23483",TRUE
"407","gjoxfAnne (Mutant)gjoxf","gjoxf282044gjoxf","Female","No Dual",109,"24632",TRUE
"408","gjoxfAnne Bensongjoxf","gjoxf478535gjoxf","Female","No Dual",101,"75835",TRUE
"409","gjoxfAnnabelle Riggsgjoxf","gjoxf591732gjoxf","Female","No Dual",126,"74627",TRUE
"410","gjoxfAnne Ghazikhaniangjoxf","gjoxf16451gjoxf","Female","No Dual",100,"69764",TRUE
"411","gjoxfAnnie Christophergjoxf","gjoxf13019gjoxf","Female",NA,96,"54589",TRUE
"412","gjoxfAnson Dictorgjoxf","gjoxf446378gjoxf","Male","No Dual",106,"96633",TRUE
"413","gjoxfAnnie Jonesgjoxf","gjoxf247559gjoxf","Female","Secret",99,"19550",TRUE
"414","gjoxfAnnie (Noh-Varr's Girlfriend)gjoxf","gjoxf745817gjoxf","Female","Public",103,"96633",TRUE
"415","gjoxfAntoine Delsoingjoxf","gjoxf1845gjoxf","Male","Public",92,"23483",TRUE
"416","gjoxfAnthony Stark (Onslaught Reborn)gjoxf","gjoxf607710gjoxf","Male","Secret",98,"50588",TRUE
"417","gjoxfAnti-Priestgjoxf","gjoxf497482gjoxf","Male","Public",83,"23483",TRUE
"418","gjoxfAntonio Reygjoxf","gjoxf13222gjoxf","Male",NA,104,"39943",TRUE
"419","gjoxfAnton Vanko (Crimson Dynamo)gjoxf","gjoxf1371gjoxf","Male","Secret",103,"69331",TRUE
"420","gjoxfAnton Aubuissongjoxf","gjoxf688738gjoxf","Male","No Dual",106,"75835",TRUE
"421","gjoxfAntonio Rojogjoxf","gjoxf13166gjoxf","Male",NA,106,"11708",TRUE
"422","gjoxfAnton Traskgjoxf","gjoxf705612gjoxf","Male","Secret",82,"24632",TRUE
"423","gjoxfAntoniogjoxf","gjoxf117362gjoxf","Male","Secret",111,"20439",TRUE
"424","gjoxfAnton Piercegjoxf","gjoxf443174gjoxf","Male",NA,90,"39943",TRUE
"425","gjoxfAnthony Grantgjoxf","gjoxf174685gjoxf","Male","Secret",108,"76501",TRUE
"426","gjoxfAnton Mogartgjoxf","gjoxf2704gjoxf","Male",NA,97,"96035",TRUE
"427","gjoxfAnton Vierkengjoxf","gjoxf43149gjoxf","Male","No Dual",92,"24632",TRUE
"428","gjoxfAnubiagjoxf","gjoxf46983gjoxf","Female","Secret",120,"96633",TRUE
"429","gjoxfAnton Wexlergjoxf","gjoxf709573gjoxf","Male","No Dual",107,"19550",TRUE
"430","gjoxfAnugjoxf","gjoxf24654gjoxf","Male","No Dual",99,"24632",TRUE
"431","gjoxfAnton Harveygjoxf","gjoxf483799gjoxf","Male","Secret",100,"23483",TRUE
"432","gjoxfAnya (Magda's mother)gjoxf","gjoxf455928gjoxf","Female","No Dual",88,"96035",FALSE
"433","gjoxfAnthony Stark (Counter-Earth)gjoxf","gjoxf721821gjoxf","Male","No Dual",94,"39943",FALSE
"434","gjoxfAntoinelle Arceneauxgjoxf","gjoxf352798gjoxf","Female",NA,110,"20439",TRUE
"435","gjoxfAnthony Stark (Doppelganger)gjoxf","gjoxf287050gjoxf","Male","Secret",85,"73899",TRUE
"436","gjoxfAnthony Serbagjoxf","gjoxf682292gjoxf","Male",NA,116,"20439",TRUE
"437","gjoxfAnton Vanko (Heroes Reborn)gjoxf","gjoxf347748gjoxf","Male","Public",107,"19550",TRUE
"438","gjoxfAra Tanzeriangjoxf","gjoxf198116gjoxf","Male","No Dual",106,"23483",FALSE
"439","gjoxfAqwengjoxf","gjoxf566146gjoxf","Female",NA,109,"13873",TRUE
"440","gjoxfArabian Knight (OPEC)gjoxf","gjoxf766075gjoxf","Male","Secret",116,"74627",TRUE
"441","gjoxfArc (Imperial Guard)gjoxf","gjoxf16226gjoxf","Male","Public",114,"23483",TRUE
"442","gjoxfAphrodite Ouraniagjoxf","gjoxf11081gjoxf","Female","Secret",98,"96035",TRUE
"443","gjoxfAquarius (Ecliptic)gjoxf","gjoxf19278gjoxf","Male",NA,90,"86119",TRUE
"444","gjoxfAraq Mezdbadahgjoxf","gjoxf26906gjoxf","Male","Secret",114,"20439",TRUE
"445","gjoxfAradneagjoxf","gjoxf461410gjoxf","Female",NA,94,"50588",TRUE
"446","gjoxfAquaria Neptuniagjoxf","gjoxf39133gjoxf","Female","No Dual",106,"19550",TRUE
"447","gjoxfArashi Wakayamagjoxf","gjoxf339173gjoxf","Male",NA,98,"50842",TRUE
"448","gjoxfApollosgjoxf","gjoxf13470gjoxf","Male","Secret",94,"76501",TRUE
"449","gjoxfAqhatgjoxf","gjoxf17451gjoxf","Male","Public",100,"69764",TRUE
"450","gjoxfAo Jungjoxf","gjoxf16515gjoxf","Male",NA,93,"69764",FALSE
"451","gjoxfArakigjoxf","gjoxf28858gjoxf","Female","No Dual",106,"39943",TRUE
"452","gjoxfAraoha Tepaniagjoxf","gjoxf250717gjoxf","Female","Secret",121,"69331",TRUE
"453","gjoxfApe (Morlock)gjoxf","gjoxf3839gjoxf","Male",NA,84,"11708",TRUE
"454","gjoxfAquon (Microverse)gjoxf","gjoxf352370gjoxf","Male","No Dual",101,"24632",TRUE
"455","gjoxfAphrodite (CSA)gjoxf","gjoxf480240gjoxf","Female","Secret",110,"50588",TRUE
"456","gjoxfAraman Nilagjoxf","gjoxf248717gjoxf","Male",NA,97,"23483",TRUE
"457","gjoxfAquarius (Thanos' Zodiac)gjoxf","gjoxf514532gjoxf","Male","Secret",104,"54589",TRUE
"458","gjoxfApe (Old West)gjoxf","gjoxf247909gjoxf","Male","Public",99,"24632",TRUE
"459","gjoxfAriel Tremmoregjoxf","gjoxf101564gjoxf","Female","Secret",104,"20398",TRUE
"460","gjoxfAriel (Coconut Grove)gjoxf","gjoxf1097gjoxf","Female","No Dual",96,"86119",TRUE
"461","gjoxfAries (Ecliptic)gjoxf","gjoxf116230gjoxf","Male",NA,106,"54589",TRUE
"462","gjoxfArgos (Deviant)gjoxf","gjoxf28493gjoxf","Male","Secret",96,"69764",TRUE
"463","gjoxfAriel (Coconut Grove, Male)gjoxf","gjoxf693076gjoxf","Male","No Dual",112,"11708",TRUE
"464","gjoxfArchibald Huntgjoxf","gjoxf655021gjoxf","Male","No Dual",106,"86119",TRUE
"465","gjoxfArchitect (Shining Ones)gjoxf","gjoxf386304gjoxf","Male",NA,108,"73899",TRUE
"466","gjoxfAriana Saddiqigjoxf","gjoxf17997gjoxf","Female","Secret",91,"74627",TRUE
"467","gjoxfArchongjoxf","gjoxf342860gjoxf","Male","Secret",115,"54589",TRUE
"468","gjoxfArdgjoxf","gjoxf27585gjoxf","Male","Secret",92,"76501",TRUE
"469","gjoxfAriel (Zephyrean)gjoxf","gjoxf386960gjoxf","Male",NA,95,"20439",TRUE
"470","gjoxfAriann Wrightgjoxf","gjoxf386955gjoxf","Female","No Dual",111,"73899",TRUE
"471","gjoxfArianagjoxf","gjoxf740623gjoxf","Female","No Dual",104,"76501",TRUE
"472","gjoxfArchie Goodwingjoxf","gjoxf690531gjoxf","Male","No Dual",109,"96035",TRUE
"473","gjoxfAridesgjoxf","gjoxf15283gjoxf","Male","Secret",106,"24632",FALSE
"474","gjoxfArchie Strykergjoxf","gjoxf9424gjoxf","Male","Public",90,"96035",TRUE
"475","gjoxfArianna Jankosgjoxf","gjoxf28495gjoxf","Female",NA,93,"86119",FALSE
"476","gjoxfArgus the One-Eyedgjoxf","gjoxf420263gjoxf","Male","Public",93,"13873",TRUE
"477","gjoxfArgyle Fistgjoxf","gjoxf386944gjoxf","Male","No Dual",101,"50588",TRUE
"478","gjoxfArchibald Dykergjoxf","gjoxf1436gjoxf","Male","Secret",93,"75835",TRUE
"479","gjoxfAries (Thanos' Zodiac)gjoxf","gjoxf514523gjoxf","Male","Secret",112,"75835",TRUE
"480","gjoxfAriagjoxf","gjoxf244811gjoxf","Female","No Dual",99,"74627",TRUE
"481","gjoxfArdinagjoxf","gjoxf120220gjoxf","Female","Secret",104,"13873",TRUE
"482","gjoxfAresgjoxf","gjoxf1095gjoxf","Male","No Dual",97,"50842",TRUE
"483","gjoxfArkingjoxf","gjoxf339401gjoxf","Male",NA,115,"86119",TRUE
"484","gjoxfArnold Coltranegjoxf","gjoxf254964gjoxf","Male",NA,110,"23483",FALSE
"485","gjoxfArkeagjoxf","gjoxf625699gjoxf","Female","Secret",114,"75835",TRUE
"486","gjoxfArkusgjoxf","gjoxf1105gjoxf","Male","No Dual",108,"39943",TRUE
"487","gjoxfArkady Markovgjoxf","gjoxf440831gjoxf","Male",NA,89,"20439",TRUE
"488","gjoxfArnim Zolagjoxf","gjoxf1107gjoxf","Male","No Dual",103,"86119",TRUE
"489","gjoxfArisen Tyrkgjoxf","gjoxf16172gjoxf","Male","Secret",112,"54589",FALSE
"490","gjoxfArmando Muñozgjoxf","gjoxf18968gjoxf","Male","Secret",102,"24632",TRUE
"491","gjoxfArkongjoxf","gjoxf1104gjoxf","Male","No Dual",111,"50588",TRUE
"492","gjoxfArkogjoxf","gjoxf13519gjoxf","Male","No Dual",95,"13873",TRUE
"493","gjoxfArmarosgjoxf","gjoxf511812gjoxf","Male","Secret",103,"96035",TRUE
"494","gjoxfArmena Ortegagjoxf","gjoxf20275gjoxf","Female","No Dual",106,"39943",TRUE
"495","gjoxfArizona Anniegjoxf","gjoxf43246gjoxf","Female","Secret",92,"24632",TRUE
"496","gjoxfArmand Galantegjoxf","gjoxf498744gjoxf","Male","Secret",92,"69331",TRUE
"497","gjoxfArnold Browngjoxf","gjoxf1854gjoxf","Male","Secret",96,"11708",TRUE
"498","gjoxfArlo Summersgjoxf","gjoxf280414gjoxf","Male","Public",100,"20439",TRUE
"499","gjoxfArlette Truffautgjoxf","gjoxf4685gjoxf","Female","Secret",83,"19550",TRUE
"500","gjoxfArishemgjoxf","gjoxf1103gjoxf","Male","No Dual",112,"23483",TRUE
"501","gjoxfArmand Duquesnegjoxf","gjoxf758928gjoxf","Male","No Dual",88,"76501",TRUE
"502","gjoxfArmand Martelgjoxf","gjoxf34169gjoxf","Male","No Dual",101,"86119",TRUE
"503","gjoxfArjai-Ushgjoxf","gjoxf387146gjoxf","Male",NA,111,"50842",TRUE
"504","gjoxfArnie Gundersongjoxf","gjoxf61782gjoxf","Male","Secret",98,"39943",TRUE
"505","gjoxfArnie Bermangjoxf","gjoxf657860gjoxf","Male","No Dual",101,"73899",TRUE
"506","gjoxfArnold Urichgjoxf","gjoxf18718gjoxf","Male","Secret",120,"69764",TRUE
"507","gjoxfArtaud Derridagjoxf","gjoxf728540gjoxf","Male","Public",102,"73899",TRUE
"508","gjoxfArnold Rothgjoxf","gjoxf242524gjoxf","Male","No Dual",91,"39943",TRUE
"509","gjoxfArthur Nagangjoxf","gjoxf7191gjoxf","Male","Public",95,"39943",TRUE
"510","gjoxfArrowgjoxf","gjoxf564598gjoxf","Male","No Dual",90,"75835",TRUE
"511","gjoxfAron Noragjoxf","gjoxf16757gjoxf","Male","Secret",104,"19550",TRUE
"512","gjoxfArthur Swiftgjoxf","gjoxf556371gjoxf","Male","No Dual",94,"54589",TRUE
"513","gjoxfArnold Lundberggjoxf","gjoxf9530gjoxf","Male","Public",114,"24632",TRUE
"514","gjoxfArnold Ogleygjoxf","gjoxf521245gjoxf","Male","Secret",106,"50588",FALSE
"515","gjoxfArnold Perrilgjoxf","gjoxf246266gjoxf","Male",NA,102,"19550",FALSE
"516","gjoxfArthur Barringtongjoxf","gjoxf63269gjoxf","Male","No Dual",108,"23483",TRUE
"517","gjoxfArthur Parksgjoxf","gjoxf2028gjoxf","Male","Public",105,"69331",TRUE
"518","gjoxfArranger (Scarlet Spider)gjoxf","gjoxf704098gjoxf","Male","Secret",86,"75835",TRUE
"519","gjoxfArnold Paffenrothgjoxf","gjoxf2429gjoxf","Male","Secret",97,"13873",TRUE
"520","gjoxfArthur Parks (Heroes Reborn)gjoxf","gjoxf114357gjoxf","Male","Secret",100,"74627",TRUE
"521","gjoxfArnold Krankgjoxf","gjoxf24793gjoxf","Male","No Dual",98,"73899",TRUE
"522","gjoxfArongjoxf","gjoxf3850gjoxf","Male","Secret",94,"23483",TRUE
"523","gjoxfArthur Stacygjoxf","gjoxf16087gjoxf","Male",NA,92,"24632",TRUE
"524","gjoxfArthur Chekovgjoxf","gjoxf88709gjoxf","Male","No Dual",93,"13873",TRUE
"525","gjoxfArthur Dearborngjoxf","gjoxf7324gjoxf","Male","Secret",107,"50588",TRUE
"526","gjoxfArthur Shamangjoxf","gjoxf389000gjoxf","Male",NA,102,"23483",TRUE
"527","gjoxfArthur Hardygjoxf","gjoxf348532gjoxf","Male","Public",110,"74627",TRUE
"528","gjoxfArthur DeLacourtegjoxf","gjoxf642339gjoxf","Male","Secret",108,"19550",TRUE
"529","gjoxfArtemis (Olympian)gjoxf","gjoxf2645gjoxf","Female","No Dual",90,"50588",TRUE
"530","gjoxfArthur Blackwoodgjoxf","gjoxf1377gjoxf","Male","Secret",104,"86119",TRUE
"531","gjoxfArthur Van Krijggjoxf","gjoxf16432gjoxf","Male","Secret",111,"74627",TRUE
"532","gjoxfAsteriusgjoxf","gjoxf106268gjoxf","Male","Secret",86,"54589",TRUE
